,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
296,522,522,2448,2448,compression,20,1,6954827,B00ATM1MHO,Fujifilm X20 ,I like that I was able to use RAW files with the camera although the JPEG images are good quality I've been working with RAW so long that I just prefer the latitude with that type file.I don't miss the weight of the heavy dSLR.,CS,P
297,526,526,2274,2274,compression,20,11,7577413,B00EYTM3DK,Fujifilm X-A1 ,"Perhaps it is, but Adobe Lightroom works for me.On the other hand, if all you shoot is Jpegs and Fuji Jpegs are the best, XM1 or XA1 should be fine for you (with exception of problem with landscape greens in XM1).Going to XA1, it is a tiny camera.",CS,P
298,527,527,2276,2276,compression,20,11,7577417,B00EYTM3DK,Fujifilm X-A1 ,There will nothing to improve over a default jpeg.,CS,P
299,528,528,2566,2566,compression,20,1,7577410,B00EYTM3DK,Fujifilm X-A1 ,After more than a decade with digital this is the first camera I've used that consistently produces top quality JPEGs that don't disappoint.,CS,P
300,529,529,2567,2567,compression,20,1,7577410,B00EYTM3DK,Fujifilm X-A1 ,"Unless you need higher bit depth TIFFs to avoid posterizing in heavily saturated blue skies, sunsets or other brilliant colors that may be re-edited in post, the in-camera raw-to-JPEG converter should handle most scenarios.Fuji's in-camera raw converter is so good, and so quick, I wish they'd issue it as a free computer-based option similar to Nikon's ViewNX2, which nicely emulates Nikon's in-camera raw-to-JPEG conversions, but adds the option to convert to TIFF and to try a few additional adjustments, while keeping the software quick and simple.--Very good optics despite the plasticky feeling lens.",CS,P
301,532,532,2572,2572,compression,20,1,7577432,B00EYTM3DK,Fujifilm X-A1 ,"Currently have Canon, Nikon, Olympus, Sony A7, and Fuji systems.Fuji's jpeg engine and white balance performance is the best in the industry and this camera has the same engine like all other Fuji cameras.",CS,P
302,533,533,2573,2573,compression,20,1,7577434,B00EYTM3DK,Fujifilm X-A1 ,"You can access every menu setting on one single page, so that you can review the vital settings or change them as needed.Fujifilm's OOC(out of cam) jpegs are the best in business.",CS,P
303,535,535,1339,1339,compression,20,12,6454486,B0092MD5UY,Fujifilm X-E1 ,"Workflow.. the RAW files are still poorly read by Lightroom and for some reason, they show a LOT more noise than the jpeg even though I had noise reduction turned off.",CS,N
304,537,537,1809,1809,compression,20,11,6454474,B0092MD5UY,Fujifilm X-E1 ,"The jpegs are really second to none, I shoot raw still but find the jpegs can be hard to match.",CS,N
305,539,539,1329,1329,compression,20,12,6454389,B0092MD5UY,Fujifilm X-E1 ,The Fuji jpegs are great as I only shot raw prior to getting the Xpro1.,CS,P
306,540,540,1331,1331,compression,20,12,6454400,B0092MD5UY,Fujifilm X-E1 ,"In the meantime if you do not mind shooting Jpeg the XE-1 has a killer jpeg engine in it and they look fantastic!VideoThe OMD is pretty decent for video, it is not up to par with many other cameras but the 5 way IBIS makes it seem like the camera is floating on a steady cam unit.",CS,P
307,541,541,1334,1334,compression,20,12,6454414,B0092MD5UY,Fujifilm X-E1 ,"RAW: It is important to understand that modern lenses including these three are no longer just hunks of glass; they are designed to be used with the in-camera JPEG processing firmware, which undoes the inherent distortions on the wide angle side.",CS,P
308,542,542,1335,1335,compression,20,12,6454414,B0092MD5UY,Fujifilm X-E1 ,"JPEG's are the way these lenses are designed to be used, so that's how they should be evaluated, as part of the whole camera.Results at ISO 3200:- Nikon D600 (full frame) gave the nicest image, as we should certainly expect for the sensor size, camera size and weight, and cost.",CS,P
309,543,543,1337,1337,compression,20,12,6454472,B0092MD5UY,Fujifilm X-E1 ,"Most of the pics I have taken with the X-E1 HAVE been Moire pattern free however!As many sample pictures may seem, if you leave in camera sharpening set to zero, and Noise reduction to zero the jpegs tend to be a tad soft.",CS,P
310,544,544,1338,1338,compression,20,12,6454472,B0092MD5UY,Fujifilm X-E1 ,"For such small stuff like that, Silkypix is just fine..you can save the output as an uncompressed tiff file if you like, then finish up in LR or Photoshop or whatever graphic software you are more comfortable with..no worries!Two features I miss from the E-M5 vs the X-E1 are IN camera Pixel mapping, and the E-M5's GREAT 5 axis image stabilization.",CS,P
311,546,546,1800,1800,compression,20,11,6454409,B0092MD5UY,Fujifilm X-E1 ,"Pictures are so crisp and clear, quality of JPEGs so fantastic, use so simple and intuitive, that it more than makes up for the quirks of the camera.",CS,P
312,552,552,1807,1807,compression,20,11,6454453,B0092MD5UY,Fujifilm X-E1 ,Raw support is limited but you have never seen jpegs like this before.,CS,P
313,553,553,1808,1808,compression,20,11,6454461,B0092MD5UY,Fujifilm X-E1 ,JPEGs right out of the camera are great and I've done little if any correction with most of my images (a little color balancing for indoor shots with compound lighting).,CS,P
314,555,555,2411,2411,compression,20,1,6454382,B0092MD5UY,Fujifilm X-E1 ,"So far i have only shot jpeg, but the image quality is very impressive coming out from such a ""small"" camera.",CS,P
315,557,557,2296,2296,compression,20,11,7651615,B00FPKDPZC,Fujifilm X-E1,"I still do prefer to shoot RAW, even if their JPEGs come out flawless, as I appreciate the control I get.",CS,P
316,559,559,2298,2298,compression,20,11,7651664,B00FPKDPZC,Fujifilm X-E2 ,"Great jpeg colors strait out of the camera(definitely better than Nikon), i get 7 different personal custom setting options quickly available, and the lenses are outstanding.",CS,P
317,560,560,2598,2598,compression,20,1,7651616,B00FPKDPZC,Fujifilm X-E2 ,"However, even if you shoot only JPEGs you'll get excellent results.",CS,P
318,566,566,2608,2608,compression,20,1,7651624,B00FPKDPZC,Fujifilm X-E2 ,"Not only are Jpegs amazing on Fuji X, they are so good, that you have tons of room in highlights and shadows for recovery in JPEG!",CS,P
319,571,571,2618,2618,compression,20,1,7651653,B00FPKDPZC,Fujifilm X-E2 ,The raw conversion to JPEGs (which are still good size files) and Wifi connectivity is a feature I use more than I thought I would; really a feature that makes the camera an extension of your iPhone.,CS,P
320,572,572,2619,2619,compression,20,1,7651658,B00FPKDPZC,Fujifilm X-E2 ,"To that end, this camera, X-E2, is the absolute best camera I've owned.You will absolutely love this camera if:* you care about photography more than any other feature* love shooting in JPEG with *zero* noise (I've pixel peeped 1:1 and even 3:1) up to ISO 1600* miss the the photography experience (choosing film, lenses, etc.)",CS,P
321,573,573,2621,2621,compression,20,1,7651665,B00FPKDPZC,Fujifilm X-E2 ,"With the X-E2, we've been shooting JPEG only and loving the results.",CS,P
322,574,574,1340,1340,compression,20,12,6481405,B0095F5AFG,Fujifilm XF1 ,"If you opt to turn on RAW image recording however this slows down for example taking a 7 frame burst RAW + jpeg shot took the camera a few seconds to save the images off to the SD Card (I'm using a class 10 SD card for speed and I would recommend this as the minimum speed for this camera) during which time you cannot take any other pictures.On top of the XF1 are the tiny Fn button which by default provides quick access to the ISO speeds, but can be customised to suit your own needs from one of 10 different settings, a small but responsive shutter release button, a traditional shooting mode dial which is completely recessed within the top plate.The Fujifilm XF1 can record full high definition 1080p movies at 30fps with stereo sound and also several slow motion options at differing resolution going up to 200 frames per second but at a lowly 320 x 112 resolution.",CS,P
323,575,575,1811,1811,compression,20,11,6481384,B0095F5AFG,Fujifilm XF1 ,"Haven't bothered with RAW, since fuji jpegs were always pretty perfect straight out of camera, and this camera holds that tradition intact.The 'pro focus' mode gives dreamy bokeh that looks quite a lot like an 85 mm wide open portrait lens took the shot if you move the zoom to that level.",CS,P
324,576,576,1812,1812,compression,20,11,6481385,B0095F5AFG,Fujifilm XF1 ,This is a very Nice Camera and compactIt hase one of the best jpeg ProcessFast and responsibleNice 3# ScreenGood lens,CS,P
325,577,577,1813,1813,compression,20,11,6481412,B0095F5AFG,Fujifilm XF1 ,"This camera seems to have been missed by most reviews.After using the RX100, LX7, S95/100 and other high grad compacts i just can't put this thing down.The size with collapsed lens is slightly larger then the s95 but fits well in any pocket.The manual control of the on/off and the zoom opens so much opportunities for creativity you can't get with motorized zoom and fast to operate.Jpeg engine does a super job and the pictures are beautiful in wide and in tele alike.Great for travel portraits and landscape.on par with the Pana LX7 IQ or better without the bulk.Better IQ then the 1&#34; Sony sensor or the Nikon 1 line of products and its is such a cool looking camera, to add a cherry to the mix.Highly recommended to anyone who already have the DSLR or M4/3 (or any ILC) covered and wants something light to carry around.",CS,P
326,579,579,1815,1815,compression,20,11,6481450,B0095F5AFG,Fujifilm XF1 ,"Set it to EXR mode, 1600% D-range, and BOOM - out pops a JPEG with more dynamic range than I could muster out of a RAW file of my Nikon D40 DSLR.",CS,P
327,581,581,1818,1818,compression,20,11,6481469,B0095F5AFG,Fujifilm XF1 ,"As the 1960s Konica commercials used to say, ""the lens alone is worth the price"" of the camera.Fujifilm has continued to refine its ""jpeg engine,"" the software that converts the information received at the sensor into an image file with a .jpg suffix; the XF1's jpeg engine may be the current champion in objective and subjective color rendition among all camera makers worldwide.",CS,P
328,582,582,1820,1820,compression,20,11,6481469,B0095F5AFG,Fujifilm XF1 ,"TheSony SF8NX/TQM 8GB SDHC Class 10 Memory Cardis a good, competent, Class 10 ""only"" card, perfectly adequate for taking JPEG still photos; but, compared to theLexar Professional 400x 8GB SDHC UHS-I Flash Memory Card LSD8GBCTBNA400, the Sony is left behind at the starting gate.",CS,P
329,583,583,2418,2418,compression,20,1,6481486,B0095F5AFG,Fujifilm XF1 ,"Much superior to Fuji for JPEG, less obvious for RAW (Nikon's is simpler, and while the Fuji is more complicated, but also more capable)* better manual than the Fuji.",CS,P
